base_contrast_id,contrast_id,family,book_question,slice_name,slice_value,paired_decision_n,mean_delta,mean_delta_ci95_low,mean_delta_ci95_high,regret_delta,threshold_mass_delta,lower_tail_mass_delta,preferred_actual_action_rate,alternative_actual_action_rate
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__position=last,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",position,last,32,16.103302309755236,11.422384514007717,21.270744462497532,-16.103302309755236,0.2506250014703255,-0.1589062473794911,0.8125,0.0625
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__position=second,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",position,second,53,7.002486480140777,4.289336700712876,8.749438293278217,-7.002486480140777,0.10783019282345502,-0.07943396314205427,0.7735849056603774,0.1320754716981132
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__position=third,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",position,third,27,9.720285772725388,6.372714813108797,13.281085383009028,-9.720285772725388,0.18796296165911136,-0.042777775407389355,0.8518518518518519,0.14814814814814814
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__seat_role=bidder,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",seat_role,bidder,26,11.286019455928068,7.535969287157059,15.366052875152,-11.286019455928068,0.2801923108143875,-0.09115384297015575,0.8461538461538461,0.11538461538461539
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__seat_role=bidder_partner,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",seat_role,bidder_partner,26,9.09848869076142,6.423290867071885,12.11307999262443,-9.09848869076142,0.1992307698998887,-0.06423076700705749,0.8846153846153846,0.038461538461538464
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__seat_role=left_setter,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",seat_role,left_setter,33,7.789024155269462,4.527021039615978,11.211705450779956,-7.789024155269462,0.11015152073267734,-0.11257575782523914,0.696969696969697,0.18181818181818182
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__seat_role=right_setter,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",seat_role,right_setter,27,13.401857936496121,9.292182840682843,17.214555577116293,-13.401857936496121,0.10037036847185206,-0.09981481596413586,0.8148148148148148,0.1111111111111111
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_idx=0,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_idx,0,11,15.644245149123229,10.956793852827765,20.914571167583663,-15.644245149123229,0.165000010620464,-0.16636363891038028,0.7272727272727273,0.0
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_idx=1,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_idx,1,22,13.024376205422662,9.542499577457255,17.32675874775106,-13.024376205422662,0.21386364199729127,-0.13772727240046317,0.8636363636363636,0.045454545454545456
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_idx=2,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_idx,2,17,11.99328734594233,8.02179799711003,15.394911092870375,-11.99328734594233,0.16529411428114948,-0.07147058817174505,0.8235294117647058,0.11764705882352941
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_idx=3,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_idx,3,24,12.260783754910031,8.560058444738388,15.546224050844708,-12.260783754910031,0.21604166796896607,-0.10541666399997969,0.8333333333333334,0.125
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_idx=4,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_idx,4,26,3.4223879463433358,-0.3629749176593927,8.38083964609541,-3.4223879463433358,0.10538461632453479,-0.04999999888241291,0.6923076923076923,0.23076923076923078
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_idx=5,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_idx,5,12,8.594618204981089,3.602575421333313,14.14338148633639,-8.594618204981089,0.12958333268761635,-0.04541666433215141,0.9166666666666666,0.08333333333333333
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_position=1,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_position,1,53,7.002486480140777,4.82269666921611,8.991624787282902,-7.002486480140777,0.10783019282345502,-0.07943396314205427,0.7735849056603774,0.1320754716981132
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_position=2,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_position,2,27,9.720285772725388,5.7027489300127385,13.111129625527948,-9.720285772725388,0.18796296165911136,-0.042777775407389355,0.8518518518518519,0.14814814814814814
follower_beat_opponent_vs_decline,follower_beat_opponent_vs_decline__trick_position=3,follow_obligation,"When an opponent is winning the trick and a follower can beat them, is taking control better than declining?",trick_position,3,32,16.103302309755236,11.827374016866088,20.265309719834477,-16.103302309755236,0.2506250014703255,-0.1589062473794911,0.8125,0.0625
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__count_points=10,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,count_points,10,64,-13.02848836989142,-15.543344172881916,-10.557300420012325,13.02848836989142,-0.1896093749674037,0.20375000199419446,0.0625,0.8125
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__count_points=5,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,count_points,5,118,-5.893254017425796,-7.774640872316845,-4.335908205327341,5.893254017425796,-0.09817796554889972,0.07389830678732971,0.11016949152542373,0.7457627118644068
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__current_winner_team=defense,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,current_winner_team,defense,76,-10.101022738375162,-12.232725886137862,-7.925242587139732,10.101022738375162,-0.1595394738190072,0.1343421078483133,0.09210526315789473,0.7631578947368421
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__current_winner_team=offense,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,current_winner_team,offense,106,-7.184429260497948,-8.734838310699418,-5.338257882111478,7.184429260497948,-0.10938679172112695,0.10896226539680699,0.09433962264150944,0.7735849056603774
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=blanks,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,blanks,23,-8.083675175257351,-12.10587605510069,-4.991066137733667,8.083675175257351,-0.16847825763018234,0.13695652126941993,0.043478260869565216,0.8695652173913043
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=doubles,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,doubles,14,-7.496422495160784,-11.233276333127703,-4.160907013075692,7.496422495160784,-0.07964286015235952,0.11392857347215925,0.0,0.6428571428571429
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=doubles-suit,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,doubles-suit,20,-7.384461072087288,-10.531792163848877,-4.314811256527901,7.384461072087288,-0.05674999738112092,0.12400000113993884,0.15,0.65
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=fives,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,fives,7,-6.449870382036481,-12.048456736973353,-2.1776845114571706,6.449870382036481,-0.245714294058936,0.10285714348512036,0.14285714285714285,0.7142857142857143
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=fours,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,fours,16,-6.25966714322567,-9.739586379379034,-2.7541650496423244,6.25966714322567,-0.11437499767635018,0.10468750726431608,0.25,0.6875
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=no-trump,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,no-trump,21,-10.388854543368021,-14.187506261326018,-7.019315495377495,10.388854543368021,-0.15761905021610714,0.18476191340457826,0.09523809523809523,0.8571428571428571
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=ones,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,ones,20,-8.836284267902375,-17.098302483558655,-4.117825973033905,8.836284267902375,-0.1197499979287386,0.11800000271759928,0.05,0.8
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=sixes,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,sixes,21,-8.062506817636036,-14.3013083253588,-3.8257027921222506,8.062506817636036,-0.146666667911978,0.04523809484782673,0.14285714285714285,0.7619047619047619
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=threes,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,threes,18,-8.958471248547236,-12.286660419570076,-6.061656647258335,8.958471248547236,-0.1258333298481173,0.19388888652125993,0.05555555555555555,0.8333333333333334
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__decl=twos,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,decl,twos,22,-9.995592770251362,-14.305309176445007,-6.086050621487877,9.995592770251362,-0.13613636453043332,0.06636363555761901,0.045454545454545456,0.7727272727272727
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__family_role=bidder,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,family_role,bidder,35,-9.062911690984453,-12.707511508464814,-5.537616767202105,9.062911690984453,-0.12771428544074298,0.11557142809033394,0.11428571428571428,0.8
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__family_role=partner,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,family_role,partner,41,-10.987215095903816,-13.977890969776526,-8.774455971834136,10.987215095903816,-0.18670731755654987,0.1503658588612225,0.07317073170731707,0.7317073170731707
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__family_role=setter,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,family_role,setter,106,-7.184429260497948,-8.638599538297024,-5.972775403058754,7.184429260497948,-0.10938679172112695,0.10896226539680699,0.09433962264150944,0.7735849056603774
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__phase=early,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,phase,early,47,-12.544964032921385,-16.27933266885737,-10.02092378760906,12.544964032921385,-0.1872340421132902,0.20042553468746074,0.0425531914893617,0.7872340425531915
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__phase=late,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,phase,late,25,-2.1517582631111143,-4.1891649007797245,-0.026065235137939454,2.1517582631111143,-0.01259999930858612,-0.027599998712539674,0.28,0.72
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__phase=middle,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,phase,middle,110,-8.052908760038289,-9.582835419882427,-6.545332262190906,8.052908760038289,-0.132772727005861,0.11845454696396535,0.07272727272727272,0.7727272727272727
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__position=last,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,position,last,71,-9.449336022138596,-12.393523361481412,-7.154314204001091,9.449336022138596,-0.12633802916224993,0.12330985877295615,0.09859154929577464,0.7464788732394366
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__position=second,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,position,second,82,-6.354130969360107,-7.666978962901162,-4.798169510211887,6.354130969360107,-0.09914634033765007,0.1029268327487133,0.12195121951219512,0.7560975609756098
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__position=third,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,position,third,29,-11.630539057583645,-16.23494708126989,-8.397033050142486,11.630539057583645,-0.22827586049920526,0.15741379552617155,0.0,0.8620689655172413
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__seat_role=bidder,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,seat_role,bidder,35,-9.062911690984453,-12.349850230557578,-5.140051150321961,9.062911690984453,-0.12771428544074298,0.11557142809033394,0.11428571428571428,0.8
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__seat_role=bidder_partner,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,seat_role,bidder_partner,41,-10.987215095903816,-14.350050117911362,-8.026219206612284,10.987215095903816,-0.18670731755654987,0.1503658588612225,0.07317073170731707,0.7317073170731707
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__seat_role=left_setter,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,seat_role,left_setter,41,-6.032766059041023,-8.351681338577736,-4.196618213886168,6.032766059041023,-0.10987804752842682,0.10926829223952643,0.12195121951219512,0.7560975609756098
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__seat_role=right_setter,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,seat_role,right_setter,65,-7.910862972186162,-9.792276092676016,-5.592002717348246,7.910862972186162,-0.10907692267344549,0.10876923308063012,0.07692307692307693,0.7846153846153846
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_idx=0,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_idx,0,20,-15.362706389278173,-20.073363412171602,-11.5844022937119,15.362706389278173,-0.2187500017695129,0.2495000060647726,0.0,0.75
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_idx=1,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_idx,1,27,-10.457747472657097,-14.509369174639383,-7.270490483001426,10.457747472657097,-0.16388888681238448,0.16407407440797048,0.07407407407407407,0.8148148148148148
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_idx=2,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_idx,2,37,-9.969069379407006,-12.78221182726525,-7.6095329764727,9.969069379407006,-0.17797297007731488,0.15851351774826244,0.0,0.8108108108108109
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_idx=3,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_idx,3,38,-9.639654768140693,-13.418596562586332,-6.536327213048935,9.639654768140693,-0.14828947451161711,0.11500000117934848,0.10526315789473684,0.7368421052631579
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_idx=4,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_idx,4,35,-4.304500439337322,-5.834638237953186,-2.7266567332404,4.304500439337322,-0.06814285846693176,0.0798571418438639,0.11428571428571428,0.7714285714285715
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_idx=5,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_idx,5,25,-2.1517582631111143,-4.736200106143952,-0.10713561058044434,2.1517582631111143,-0.01259999930858612,-0.027599998712539674,0.28,0.72
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_position=1,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_position,1,82,-6.354130969360107,-7.635568472306903,-5.126707874238491,6.354130969360107,-0.09914634033765007,0.1029268327487133,0.12195121951219512,0.7560975609756098
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_position=2,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_position,2,29,-11.630539057583645,-15.224658838633832,-8.204155190237637,11.630539057583645,-0.22827586049920526,0.15741379552617155,0.0,0.8620689655172413
follower_count_into_opponent_vs_noncount,follower_count_into_opponent_vs_noncount__trick_position=3,follow_obligation,Is dumping count while the opponent controls the trick punished relative to non-count alternatives?,trick_position,3,71,-9.449336022138596,-12.174066197704262,-6.709739627972455,9.449336022138596,-0.12633802916224993,0.12330985877295615,0.09859154929577464,0.7464788732394366
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__count_points=10,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",count_points,10,23,-0.4568489478982013,-2.431564082270083,0.9214211184045543,0.4568489478982013,-0.0036956525367239246,-0.016739130263095318,0.4782608695652174,0.391304347826087
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__count_points=5,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",count_points,5,12,2.0646074265241623,-0.23405951261520386,3.7427008350690207,-2.0646074265241623,-0.007500000298023224,-0.022500000661239028,0.6666666666666666,0.3333333333333333
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__current_winner_team=offense,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",current_winner_team,offense,35,0.4076503804751805,-1.2093960727964128,1.7775401745523725,-0.4076503804751805,-0.00500000034059797,-0.01871428582817316,0.5428571428571428,0.37142857142857144
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__decl=blanks,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",decl,blanks,3,-2.90495236714681,-4.568927764892578,-0.006618499755859375,2.90495236714681,-0.05666665236155192,0.008333333147068819,0.0,1.0
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__decl=doubles,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",decl,doubles,4,-2.880897283554077,-6.616687774658203,0.05131387710571289,2.880897283554077,-0.012500002980232239,0.0012499988079071045,0.5,0.25
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__decl=fours,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",decl,fours,3,3.225571612517039,2.8770041267077127,3.574139098326365,-3.225571612517039,-0.0033333400885264077,-0.036666671435038246,0.3333333333333333,0.3333333333333333
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__decl=no-trump,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",decl,no-trump,7,0.16112382071358816,-1.9662854330880302,2.1132711683000838,-0.16112382071358816,-0.008571428912026542,0.0,0.7142857142857143,0.2857142857142857
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__decl=ones,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",decl,ones,5,-0.8929527997970581,-5.5625087261199955,3.824250650405884,0.8929527997970581,0.009999990463256836,0.010000000521540642,0.6,0.4
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__decl=sixes,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",decl,sixes,4,1.8607740998268127,-0.40792083740234375,4.129469037055969,-1.8607740998268127,7.450580596923828e-09,-0.061249999329447746,0.25,0.75
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__decl=twos,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",decl,twos,4,3.1630201041698456,0.19106674194335938,4.9212431609630585,-3.1630201041698456,0.03874999284744263,-0.09124999726191163,1.0,0.0
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__family_role=partner,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",family_role,partner,35,0.4076503804751805,-1.2113564440182276,1.8310201849256242,-0.4076503804751805,-0.00500000034059797,-0.01871428582817316,0.5428571428571428,0.37142857142857144
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__phase=early,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",phase,early,19,0.3435309184224982,-1.0480085297634727,1.6043098098353337,-0.3435309184224982,0.0021052627187026175,-0.012368419403700452,0.5263157894736842,0.3684210526315789
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__phase=middle,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",phase,middle,14,0.28464446323258535,-2.5072949145521437,2.5645428555352345,-0.28464446323258535,-0.015357143112591334,-0.030000002522553717,0.5714285714285714,0.35714285714285715
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__position=third,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",position,third,33,0.05497153058196559,-1.4593411395044038,1.234684832168348,-0.05497153058196559,-0.012575758225990065,-0.010757575517125202,0.5151515151515151,0.3939393939393939
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__seat_role=bidder_partner,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",seat_role,bidder_partner,35,0.4076503804751805,-1.3949081182479859,1.2929952638489859,-0.4076503804751805,-0.00500000034059797,-0.01871428582817316,0.5428571428571428,0.37142857142857144
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__trick_idx=0,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",trick_idx,0,11,0.4874232682314786,-1.2535626671530984,2.388635288585316,-0.4874232682314786,0.015454544262452559,-0.0099999981678345,0.6363636363636364,0.18181818181818182
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__trick_idx=1,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",trick_idx,1,8,0.14567893743515015,-1.76253342628479,1.7209377884864807,-0.14567893743515015,-0.016249999403953552,-0.015624998603016138,0.375,0.625
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__trick_idx=2,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",trick_idx,2,7,0.42855498620441984,-2.409927717276982,2.816867172718048,-0.42855498620441984,-0.032142856291362217,-0.04357143331851278,0.5714285714285714,0.2857142857142857
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__trick_idx=4,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",trick_idx,4,5,0.6830680131912231,-5.190621423721313,5.135214519500733,-0.6830680131912231,-0.03700000047683716,-0.023000000417232512,0.6,0.4
partner_count_when_bidder_side_controls_vs_other,partner_count_when_bidder_side_controls_vs_other__trick_position=2,partner_support_timing,"When bidder's side controls the trick, does partner count donation beat other same-state actions?",trick_position,2,33,0.05497153058196559,-1.4681926857341419,1.3156506997166257,-0.05497153058196559,-0.012575758225990065,-0.010757575517125202,0.5151515151515151,0.3939393939393939
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__count_points=10,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",count_points,10,26,-14.605504249150936,-18.159904145277462,-11.240757018327713,14.605504249150936,-0.2144230781123042,0.2175000043800817,0.07692307692307693,0.8846153846153846
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__count_points=5,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",count_points,5,17,-6.985481507637921,-10.016498600735384,-3.8047548672732185,6.985481507637921,-0.16647058845881155,0.07823529795688741,0.058823529411764705,0.8235294117647058
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__current_winner_team=defense,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",current_winner_team,defense,43,-11.592937118785326,-14.84959064666615,-9.314709731312686,11.592937118785326,-0.19546511708650477,0.162441864631377,0.06976744186046512,0.8604651162790697
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=blanks,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,blanks,4,-17.56494027376175,-29.406852900981903,-3.461568295955658,17.56494027376175,-0.3462500087916851,0.13374999561347067,0.0,1.0
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=doubles,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,doubles,3,-16.853278398513794,-28.920446395874023,-8.012284199396769,16.853278398513794,-0.201666671782732,0.321666677792867,0.0,0.6666666666666666
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=doubles-suit,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,doubles-suit,6,-10.946196724971136,-16.698501418034237,-7.522775491078694,10.946196724971136,-0.0933333324889342,0.17416667441527048,0.0,0.8333333333333334
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=fours,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,fours,8,-7.222452312707901,-12.808600306510925,-3.7227811217308044,7.222452312707901,-0.1162499999627471,0.09937500953674316,0.25,0.75
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=no-trump,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,no-trump,6,-8.862966020901998,-16.104968150456745,-1.6209638913472493,8.862966020901998,-0.10250000407298406,0.18250000104308128,0.16666666666666666,0.8333333333333334
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=ones,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,ones,4,-8.789279639720917,-15.531746804714203,-4.507932126522064,8.789279639720917,-0.1849999949336052,0.14500000327825546,0.0,1.0
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=sixes,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,sixes,5,-10.058500504493713,-24.757674050331115,-2.185911202430725,10.058500504493713,-0.23599999994039536,0.028000009059906007,0.0,1.0
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=threes,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,threes,3,-16.25360941886902,-18.376174926757812,-15.1569983959198,16.25360941886902,-0.19666666289170584,0.338333323597908,0.0,0.6666666666666666
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__decl=twos,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",decl,twos,3,-17.87465763092041,-30.8012113571167,-3.9707908630371094,17.87465763092041,-0.285000001390775,0.27166666835546494,0.0,1.0
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__family_role=partner,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",family_role,partner,43,-11.592937118785326,-13.916158612384352,-8.402922308722207,11.592937118785326,-0.19546511708650477,0.162441864631377,0.06976744186046512,0.8604651162790697
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__phase=early,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",phase,early,10,-19.30158026814461,-24.9981907248497,-13.279741835594177,19.30158026814461,-0.2540000004693866,0.32450000653043387,0.0,1.0
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__phase=late,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",phase,late,8,-2.7913736701011658,-6.593090742826462,0.7493463754653931,2.7913736701011658,-0.07187499850988388,-0.02187499590218067,0.25,0.75
partner_count_into_defense_vs_other,partner_count_into_defense_vs_other__phase=middle,partner_support_timing,"When defense controls the trick, is partner count donation into that control punished?",phase,middle,25,-11.325980162620544,-14.325938906669617,-9.047305173873902,11.325980162620544,-0.21160000167787074,0.15660000324249268,0.04,0.84
